"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","22/2647","49/9370",0.448979591836735,1.58932330015497,2.59514980599271,0.00929848704639083,0.0238910032140845,NA,"2590/6487/374378/50614/26290/57452/29954/5986/79709/84620/114805/79623/4242/117248/6480/152002/727936/55568/8985/3955/84750/10585",22
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","23/2647","52/9370",0.442307692307692,1.56570573363169,2.56668713474589,0.00982001740505895,0.0250481603375417,NA,"26119/255738/7417/345/114879/8435/3990/1071/4864/9218/55908/348/51129/4036/338/1593/5360/9217/706/57552/7416/7419/19",23
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","40/2647","102/9370",0.392156862745098,1.38817899657029,2.47332473563778,0.0105896069843825,0.0268168464640478,NA,"477/5322/391013/493/3778/486/3784/5331/219931/488/3709/112/196883/5330/8766/487/115/113/440387/482/4218/478/6344/109/2778/23236/5332/50487/491/885/8671/108/3710/1358/1357/6522/107/5879/114/1056",40
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","50/2647","133/9370",0.37593984962406,1.33077309821588,2.41064114193423,0.0117783020278818,0.0294039880412368,NA,"7042/10000/100132074/5293/664/5599/3265/595/894/207/7043/5604/4088/9455/3480/5170/5595/1387/7874/6774/92579/6517/2885/4089/10365/9454/208/5605/3276/3643/10110/6789/5105/5594/1454/102800317/2033/6300/5600/604/5602/5601/5562/2309/5603/51422/3569/1956/3551/10912",50
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","50/2647","133/9370",0.37593984962406,1.33077309821588,2.41064114193423,0.0117783020278818,0.0294039880412368,NA,"2786/10000/55844/50632/5599/818/406/90993/1815/5331/408/775/3709/2784/5527/207/5529/2353/801/5330/51764/409/2793/2774/773/5566/208/808/94235/5518/1385/2778/23236/5332/1312/6300/5600/776/5522/5602/1816/815/5601/3710/5603/5528/816/1644/774/5568",50
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","38/2647","98/9370",0.387755102040816,1.37259739558838,2.32652742193288,0.0152696272626819,0.0376713013177399,NA,"3633/5293/22876/3632/51196/5286/5331/3636/8898/3709/1606/79837/801/3705/5330/10423/113026/3613/23396/808/3628/84812/3635/8527/3631/23236/5332/5297/8897/1608/8821/8871/3710/117283/9108/56623/8395/64768",38
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","21/2647","48/9370",0.4375,1.54868719304873,2.39129374197203,0.0153039661603318,0.0376713013177399,NA,"83756/477/80834/10000/6518/5293/80201/3098/486/5331/207/5330/92579/482/208/478/3099/23236/5332/776/3101",21
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","123/2647","370/9370",0.332432432432432,1.17676308722776,2.17677339052967,0.0181632674327412,0.0443990981689228,NA,"3362/2563/134/3814/553/5724/3061/2899/1907/150/2834/6865/2894/2900/797/1132/2147/187/5024/1128/1815/51083/5029/5031/5027/1910/1241/6751/5732/122876/624/2558/2567/1136/1143/6755/283869/136/7442/5026/5023/5539/1394/1145/255061/1140/2905/256933/9340/4158/2587/5032/53637/9170/6915/2901/5739/2906/3972/718/84634/23620/6344/10203/10316/1144/1146/51052/2859/5443/3973/151/6754/2797/551/11255/4923/11054/1137/4987/2832/2897/9127/135/6753/8484/2847/706/3269/165829/9934/7068/885/5745/2912/5021/6870/152/2560/1816/154/147/2566/2149/2150/2550/2914/1129/7434/1395/2692/117/432355/148/1135/5368/1142/8973/727/347148/2902/1903/9568",123
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","22/2647","52/9370",0.423076923076923,1.49763157129987,2.25782500682653,0.0204045230599804,0.0494344843935881,NA,"1586/240/112/196883/100137049/123745/283748/1588/1543/3480/115/113/5566/3972/3643/109/3973/2778/108/107/114/5568",22
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","16/2647","35/9370",0.457142857142857,1.61822008743051,2.29912195009265,0.0205040759132496,0.0494344843935881,NA,"5214/80201/3098/26007/57103/5213/4351/197258/51171/3795/3099/5372/5210/29925/3101/231",16
